,Estacion_x,Estacion_y,Distancia
2626,La plata aero,Pergamino,269
2627,La plata aero,Pigue aero,498
2628,La plata aero,Pilar obs.,665
2629,La plata aero,Posadas aero,862
2630,La plata aero,Punta indio b.a.,67
2631,La plata aero,Rafaela,542
2632,La plata aero,Reconquista,665
2633,La plata aero,Reconquista aero,663
2634,La plata aero,Resistencia aero,844
2635,La plata aero,Rio cuarto aero,623
2636,La plata aero,Roque saenz pena,933
2637,La plata aero,Rosario aero,350
2638,La plata aero,Salta aero,1342
2639,La plata aero,San juan,1049
2640,La plata aero,San juan aero,1048
2641,La plata aero,San luis aero,801
2642,La plata aero,San martin (mza),996
2643,La plata aero,San miguel,89
2644,La plata aero,San pedro,218
2645,La plata aero,San rafael aero,960
2646,La plata aero,Santa rosa aero,603
2647,La plata aero,Santiago del estero aero,1005
2648,La plata aero,Sauce viejo aero,452
2649,La plata aero,Tandil aero,280
2650,La plata aero,Tinogasta,1197
2651,La plata aero,Tres arroyos,438
2652,La plata aero,Unr-zavalla,350
2653,La plata aero,Villa dolores aero,752
2654,La plata aero,Villa mercedes,710
2655,La plata aero,Villa reynolds aero,700
2656,La rioja aero,9 de julio,872
2657,La rioja aero,Aeroparque aero,977
2658,La rioja aero,Anguil,833
2659,La rioja aero,Bahia blanca aero,1122
2660,La rioja aero,Balcarce,1217
2661,La rioja aero,Barrow,1162
2662,La rioja aero,Bella vista,773
2663,La rioja aero,Bordenave,1004
2664,La rioja aero,Buenos aires,973
2665,La rioja aero,Castelar,6685
2666,La rioja aero,Catamarca aero,133
2667,La rioja aero,Ceres aero,472
2668,La rioja aero,Cerro azul,1126
2669,La rioja aero,Colonia benitez,798
2670,La rioja aero,Conc. del uruguay,6568
2671,La rioja aero,Concordia aero,869
2672,La rioja aero,Cordoba aero,327
2673,La rioja aero,Cordoba observatorio,336
2674,La rioja aero,Coronel suarez aero,1005
2675,La rioja aero,Corrientes aero,813
2676,La rioja aero,Dolores aero,1144
2677,La rioja aero,Ezeiza aero,983
2678,La rioja aero,Famailla,291
2679,La rioja aero,Formosa aero,912
2680,La rioja aero,General pico aero,756
2681,La rioja aero,Gualeguaychu aero,876
2682,La rioja aero,Hilario ascasubi,1175
2683,La rioja aero,Iguazu aero,1278
2684,La rioja aero,Jujuy aero,580
2685,La rioja aero,Junin aero,797
2686,La rioja aero,La consulta,531
2687,La rioja aero,La plata aero,1042
2688,La rioja aero,La rioja aero,0
2689,La rioja aero,Laboulaye aero,619
2690,La rioja aero,Laquiaca obs.,818
2691,La rioja aero,Las brenas,612
2692,La rioja aero,Las lomitas,804
2693,La rioja aero,Malargue aero,726
2694,La rioja aero,Manfredi,396
2695,La rioja aero,Mar del plata aero,1275
2696,La rioja aero,Marcos juarez,576
2697,La rioja aero,Marcos juarez aero,574
2698,La rioja aero,Mendoza aero,428
2699,La rioja aero,Mendoza observatorio,437
2700,La rioja aero,Mercedad (ctes),850
2701,La rioja aero,Monte caseros aero,887
2702,La rioja aero,Neuquen aero,1071
2703,La rioja aero,Oliveros,666
2704,La rioja aero,Oran aero,734
2705,La rioja aero,Parana,15378
2706,La rioja aero,Parana aero,660
2707,La rioja aero,Paso de los libres aero,932
2708,La rioja aero,Pehuajo aero,853
2709,La rioja aero,Pergamino,777
2710,La rioja aero,Pigue aero,1001
2711,La rioja aero,Pilar obs.,378
2712,La rioja aero,Posadas aero,1080
2713,La rioja aero,Punta indio b.a.,1109
2714,La rioja aero,Rafaela,541
2715,La rioja aero,Reconquista,687
2716,La rioja aero,Reconquista aero,688
2717,La rioja aero,Resistencia aero,786
2718,La rioja aero,Rio cuarto aero,477
2719,La rioja aero,Roque saenz pena,681
2720,La rioja aero,Rosario aero,694
2721,La rioja aero,Salta aero,521
2722,La rioja aero,San juan,265
2723,La rioja aero,San juan aero,289
2724,La rioja aero,San luis aero,434
2725,La rioja aero,San martin (mza),441
2726,La rioja aero,San miguel,952
2727,La rioja aero,San pedro,825
2728,La rioja aero,San rafael aero,598
2729,La rioja aero,Santa rosa aero,835
2730,La rioja aero,Santiago del estero aero,302
2731,La rioja aero,Sauce viejo aero,628
2732,La rioja aero,Tandil aero,1119
2733,La rioja aero,Tinogasta,167
2734,La rioja aero,Tres arroyos,1165
2735,La rioja aero,Unr-zavalla,692
2736,La rioja aero,Villa dolores aero,325
2737,La rioja aero,Villa mercedes,498
2738,La rioja aero,Villa reynolds aero,500
2739,Laboulaye aero,9 de julio,269
2740,Laboulaye aero,Aeroparque aero,456
2741,Laboulaye aero,Anguil,269
2742,Laboulaye aero,Bahia blanca aero,521
2743,Laboulaye aero,Balcarce,607
2744,Laboulaye aero,Barrow,542
2745,Laboulaye aero,Bella vista,761
2746,Laboulaye aero,Bordenave,414
2747,Laboulaye aero,Buenos aires,450
2748,Laboulaye aero,Castelar,6111
2749,Laboulaye aero,Catamarca aero,656
2750,Laboulaye aero,Ceres aero,492
2751,Laboulaye aero,Cerro azul,1044
2752,Laboulaye aero,Colonia benitez,857
2753,Laboulaye aero,Conc. del uruguay,6032
2754,Laboulaye aero,Concordia aero,591
2755,Laboulaye aero,Cordoba aero,323
2756,Laboulaye aero,Cordoba observatorio,311
2757,Laboulaye aero,Coronel suarez aero,392
2758,Laboulaye aero,Corrientes aero,862
2759,Laboulaye aero,Dolores aero,567
2760,Laboulaye aero,Ezeiza aero,448
2761,Laboulaye aero,Famailla,811
2762,Laboulaye aero,Formosa aero,1008
2763,Laboulaye aero,General pico aero,177
2764,Laboulaye aero,Gualeguaychu aero,457
2765,Laboulaye aero,Hilario ascasubi,587
2766,Laboulaye aero,Iguazu aero,1265
2767,Laboulaye aero,Jujuy aero,1097
2768,Laboulaye aero,Junin aero,227
2769,Laboulaye aero,La consulta,533
2770,Laboulaye aero,La plata aero,509
2771,Laboulaye aero,La rioja aero,619
2772,Laboulaye aero,Laboulaye aero,0
2773,Laboulaye aero,Laquiaca obs.,1355
2774,Laboulaye aero,Las brenas,810
2775,Laboulaye aero,Las lomitas,1082
2776,Laboulaye aero,Malargue aero,587
2777,Laboulaye aero,Manfredi,259
2778,Laboulaye aero,Mar del plata aero,669
2779,Laboulaye aero,Marcos juarez,198
2780,Laboulaye aero,Marcos juarez aero,196
2781,Laboulaye aero,Mendoza aero,524
2782,Laboulaye aero,Mendoza observatorio,529
2783,Laboulaye aero,Mercedad (ctes),747
2784,Laboulaye aero,Monte caseros aero,688
2785,Laboulaye aero,Neuquen aero,685
2786,Laboulaye aero,Oliveros,291
2787,Laboulaye aero,Oran aero,1224
2788,Laboulaye aero,Parana,14936
2789,Laboulaye aero,Parana aero,373
2790,Laboulaye aero,Paso de los libres aero,766
2791,Laboulaye aero,Pehuajo aero,234
2792,Laboulaye aero,Pergamino,259
2793,Laboulaye aero,Pigue aero,396
2794,Laboulaye aero,Pilar obs.,276
2795,Laboulaye aero,Posadas aero,1029
2796,Laboulaye aero,Punta indio b.a.,572
2797,Laboulaye aero,Rafaela,369
2798,Laboulaye aero,Reconquista,650
2799,Laboulaye aero,Reconquista aero,648
2800,Laboulaye aero,Resistencia aero,849
2801,Laboulaye aero,Rio cuarto aero,143
2802,Laboulaye aero,Roque saenz pena,853
2803,Laboulaye aero,Rosario aero,274
2804,Laboulaye aero,Salta aero,1053
2805,Laboulaye aero,San juan,556
2806,Laboulaye aero,San juan aero,551
2807,Laboulaye aero,San luis aero,292
2808,Laboulaye aero,San martin (mza),487
2809,Laboulaye aero,San miguel,428
2810,Laboulaye aero,San pedro,343
2811,Laboulaye aero,San rafael aero,465
2812,Laboulaye aero,Santa rosa aero,285
2813,Laboulaye aero,Santiago del estero aero,713
2814,Laboulaye aero,Sauce viejo aero,359
2815,Laboulaye aero,Tandil aero,507
2816,Laboulaye aero,Tinogasta,787
2817,Laboulaye aero,Tres arroyos,545
2818,Laboulaye aero,Unr-zavalla,260
2819,Laboulaye aero,Villa dolores aero,294
2820,Laboulaye aero,Villa mercedes,200
2821,Laboulaye aero,Villa reynolds aero,190
2822,Laquiaca obs.,9 de julio,1552
2823,Laquiaca obs.,Aeroparque aero,1552
2824,Laquiaca obs.,Anguil,1608
2825,Laquiaca obs.,Bahia blanca aero,1877
2826,Laquiaca obs.,Balcarce,1875
2827,Laquiaca obs.,Barrow,1874
2828,Laquiaca obs.,Bella vista,972
2829,Laquiaca obs.,Bordenave,1768
2830,Laquiaca obs.,Buenos aires,1552
2831,Laquiaca obs.,Castelar,7104
2832,Laquiaca obs.,Catamarca aero,721
2833,Laquiaca obs.,Ceres aero,938
2834,Laquiaca obs.,Cerro azul,1196
2835,Laquiaca obs.,Colonia benitez,896
2836,Laquiaca obs.,Conc. del uruguay,7374
2837,Laquiaca obs.,Concordia aero,1270
2838,Laquiaca obs.,Cordoba aero,1033
2839,Laquiaca obs.,Cordoba observatorio,1045
2840,Laquiaca obs.,Coronel suarez aero,1743
2841,Laquiaca obs.,Corrientes aero,911
2842,Laquiaca obs.,Dolores aero,1754
2843,Laquiaca obs.,Ezeiza aero,1571
2844,Laquiaca obs.,Famailla,550
2845,Laquiaca obs.,Formosa aero,876
2846,Laquiaca obs.,General pico aero,1521
2847,Laquiaca obs.,Gualeguaychu aero,1394
2848,Laquiaca obs.,Hilario ascasubi,1942
2849,Laquiaca obs.,Iguazu aero,1199
2850,Laquiaca obs.,Jujuy aero,258
2851,Laquiaca obs.,Junin aero,1457
2852,Laquiaca obs.,La consulta,1338
2853,Laquiaca obs.,La plata aero,1615
2854,Laquiaca obs.,La rioja aero,818
2855,Laquiaca obs.,Laboulaye aero,1355
2856,Laquiaca obs.,Laquiaca obs.,0
2857,Laquiaca obs.,Las brenas,718
2858,Laquiaca obs.,Las lomitas,587
2859,Laquiaca obs.,Malargue aero,1537
2860,Laquiaca obs.,Manfredi,1095
2861,Laquiaca obs.,Mar del plata aero,1920
2862,Laquiaca obs.,Marcos juarez,1225
2863,Laquiaca obs.,Marcos juarez aero,1224
2864,Laquiaca obs.,Mendoza aero,1233
2865,Laquiaca obs.,Mendoza observatorio,1242
2866,Laquiaca obs.,Mercedad (ctes),1092
2867,Laquiaca obs.,Monte caseros aero,1205
2868,Laquiaca obs.,Neuquen aero,1889
2869,Laquiaca obs.,Oliveros,1252
2870,Laquiaca obs.,Oran aero,174
2871,Laquiaca obs.,Parana,16188
2872,Laquiaca obs.,Parana aero,1190
2873,Laquiaca obs.,Paso de los libres aero,1193
2874,Laquiaca obs.,Pehuajo aero,1570
2875,Laquiaca obs.,Pergamino,1405
2876,Laquiaca obs.,Pigue aero,1751
2877,Laquiaca obs.,Pilar obs.,1078
2878,Laquiaca obs.,Posadas aero,1135
2879,Laquiaca obs.,Punta indio b.a.,1673
2880,Laquiaca obs.,Rafaela,1086
2881,Laquiaca obs.,Reconquista,984
2882,Laquiaca obs.,Reconquista aero,986
2883,Laquiaca obs.,Resistencia aero,888
2884,Laquiaca obs.,Rio cuarto aero,1229
2885,Laquiaca obs.,Roque saenz pena,743
2886,Laquiaca obs.,Rosario aero,1293
2887,Laquiaca obs.,Salta aero,304
2888,Laquiaca obs.,San juan,1065
2889,Laquiaca obs.,San juan aero,1089
2890,Laquiaca obs.,San luis aero,1244
2891,Laquiaca obs.,San martin (mza),1253
2892,Laquiaca obs.,San miguel,1537
2893,Laquiaca obs.,San pedro,1412
2894,Laquiaca obs.,San rafael aero,1415
2895,Laquiaca obs.,Santa rosa aero,1616
2896,Laquiaca obs.,Santiago del estero aero,642
2897,Laquiaca obs.,Sauce viejo aero,1168
2898,Laquiaca obs.,Tandil aero,1790
2899,Laquiaca obs.,Tinogasta,689
2900,Laquiaca obs.,Tres arroyos,1879
2901,Laquiaca obs.,Unr-zavalla,1299
2902,Laquiaca obs.,Villa dolores aero,1096
2903,Laquiaca obs.,Villa mercedes,1292
2904,Laquiaca obs.,Villa reynolds aero,1292
2905,Las brenas,9 de julio,927
2906,Las brenas,Aeroparque aero,868
2907,Las brenas,Anguil,1079
2908,Las brenas,Bahia blanca aero,1295
2909,Las brenas,Balcarce,1212
2910,Las brenas,Barrow,1250
2911,Las brenas,Bella vista,260
2912,Las brenas,Bordenave,1208
2913,Las brenas,Buenos aires,869
2914,Las brenas,Castelar,6400
2915,Las brenas,Catamarca aero,486
2916,Las brenas,Ceres aero,318
2917,Las brenas,Cerro azul,563
2918,Las brenas,Colonia benitez,217
2919,Las brenas,Conc. del uruguay,6808
2920,Las brenas,Concordia aero,555
2921,Las brenas,Cordoba aero,556
2922,Las brenas,Cordoba observatorio,566
2923,Las brenas,Coronel suarez aero,1153
2924,Las brenas,Corrientes aero,234
2925,Las brenas,Dolores aero,1073
2926,Las brenas,Ezeiza aero,891
2927,Las brenas,Famailla,427
2928,Las brenas,Formosa aero,301
2929,Las brenas,General pico aero,987
2930,Las brenas,Gualeguaychu aero,699
2931,Las brenas,Hilario ascasubi,1372
2932,Las brenas,Iguazu aero,676
2933,Las brenas,Jujuy aero,501
2934,Las brenas,Junin aero,828
2935,Las brenas,La consulta,1064
2936,Las brenas,La plata aero,926
2937,Las brenas,La rioja aero,612
2938,Las brenas,Laboulaye aero,810
2939,Las brenas,Laquiaca obs.,718
2940,Las brenas,Las brenas,0
2941,Las brenas,Las lomitas,271
2942,Las brenas,Malargue aero,1230
2943,Las brenas,Manfredi,584
2944,Las brenas,Mar del plata aero,1248
2945,Las brenas,Marcos juarez,628
2946,Las brenas,Marcos juarez aero,628
2947,Las brenas,Mendoza aero,977
2948,Las brenas,Mendoza observatorio,986
2949,Las brenas,Mercedad (ctes),379
2950,Las brenas,Monte caseros aero,487
2951,Las brenas,Neuquen aero,1470
2952,Las brenas,Oliveros,606
2953,Las brenas,Oran aero,546
2954,Las brenas,Parana,15742
2955,Las brenas,Parana aero,524
2956,Las brenas,Paso de los libres aero,481
2957,Las brenas,Pehuajo aero,974
2958,Las brenas,Pergamino,761
2959,Las brenas,Pigue aero,1174
2960,Las brenas,Pilar obs.,576
2961,Las brenas,Posadas aero,508
2962,Las brenas,Punta indio b.a.,979
2963,Las brenas,Rafaela,455
2964,Las brenas,Reconquista,268
2965,Las brenas,Reconquista aero,271
2966,Las brenas,Resistencia aero,206
2967,Las brenas,Rio cuarto aero,732
2968,Las brenas,Roque saenz pena,69
2969,Las brenas,Rosario aero,647
2970,Las brenas,Salta aero,504
2971,Las brenas,San juan,845
2972,Las brenas,San juan aero,865
2973,Las brenas,San luis aero,851
2974,Las brenas,San martin (mza),971
2975,Las brenas,San miguel,857
2976,Las brenas,San pedro,744
2977,Las brenas,San rafael aero,1085
2978,Las brenas,Santa rosa aero,1096
2979,Las brenas,Santiago del estero aero,324
2980,Las brenas,Sauce viejo aero,513
2981,Las brenas,Tandil aero,1140
2982,Las brenas,Tinogasta,647
2983,Las brenas,Tres arroyos,1257
2984,Las brenas,Unr-zavalla,658
2985,Las brenas,Villa dolores aero,666
2986,Las brenas,Villa mercedes,847
2987,Las brenas,Villa reynolds aero,842
2988,Las lomitas,9 de julio,1194
2989,Las lomitas,Aeroparque aero,1116
2990,Las lomitas,Anguil,1351
2991,Las lomitas,Bahia blanca aero,1565
2992,Las lomitas,Balcarce,1467
2993,Las lomitas,Barrow,1514
2994,Las lomitas,Bella vista,446
2995,Las lomitas,Bordenave,1480
2996,Las lomitas,Buenos aires,1118
2997,Las lomitas,Castelar,6527
2998,Las lomitas,Catamarca aero,670
2999,Las lomitas,Ceres aero,589
3000,Las lomitas,Cerro azul,610
3001,Las lomitas,Colonia benitez,344
3002,Las lomitas,Conc. del uruguay,7074
3003,Las lomitas,Concordia aero,776
3004,Las lomitas,Cordoba aero,816
3005,Las lomitas,Cordoba observatorio,826
3006,Las lomitas,Coronel suarez aero,1423
3007,Las lomitas,Corrientes aero,356
3008,Las lomitas,Dolores aero,1320
3009,Las lomitas,Ezeiza aero,1141
3010,Las lomitas,Famailla,549
3011,Las lomitas,Formosa aero,290
3012,Las lomitas,General pico aero,1259
3013,Las lomitas,Gualeguaychu aero,943
3014,Las lomitas,Hilario ascasubi,1643
3015,Las lomitas,Iguazu aero,625
3016,Las lomitas,Jujuy aero,456
3017,Las lomitas,Junin aero,1095
3018,Las lomitas,La consulta,1300
3019,Las lomitas,La plata aero,1171
3020,Las lomitas,La rioja aero,804
3021,Las lomitas,Laboulaye aero,1082
3022,Las lomitas,Laquiaca obs.,587
3023,Las lomitas,Las brenas,271
3024,Las lomitas,Las lomitas,0
3025,Las lomitas,Malargue aero,1476
3026,Las lomitas,Manfredi,850
3027,Las lomitas,Mar del plata aero,1498
3028,Las lomitas,Marcos juarez,899
3029,Las lomitas,Marcos juarez aero,900
3030,Las lomitas,Mendoza aero,1206
3031,Las lomitas,Mendoza observatorio,1215
3032,Las lomitas,Mercedad (ctes),558
3033,Las lomitas,Monte caseros aero,684
3034,Las lomitas,Neuquen aero,1735
3035,Las lomitas,Oliveros,873
3036,Las lomitas,Oran aero,417
3037,Las lomitas,Parana,16014
3038,Las lomitas,Parana aero,788
3039,Las lomitas,Paso de los libres aero,650
3040,Las lomitas,Pehuajo aero,1244
3041,Las lomitas,Pergamino,1026
3042,Las lomitas,Pigue aero,1445
3043,Las lomitas,Pilar obs.,840
3044,Las lomitas,Posadas aero,549
3045,Las lomitas,Punta indio b.a.,1218
3046,Las lomitas,Rafaela,726
3047,Las lomitas,Reconquista,505
3048,Las lomitas,Reconquista aero,508
3049,Las lomitas,Resistencia aero,341
3050,Las lomitas,Rio cuarto aero,999
3051,Las lomitas,Roque saenz pena,241
3052,Las lomitas,Rosario aero,914
3053,Las lomitas,Salta aero,493
3054,Las lomitas,San juan,1060
3055,Las lomitas,San juan aero,1082
3056,Las lomitas,San luis aero,1104
3057,Las lomitas,San martin (mza),1206
3058,Las lomitas,San miguel,1108
3059,Las lomitas,San pedro,1002
3060,Las lomitas,San rafael aero,1332
3061,Las lomitas,Santa rosa aero,1368
3062,Las lomitas,Santiago del estero aero,502
3063,Las lomitas,Sauce viejo aero,779
3064,Las lomitas,Tandil aero,1400
3065,Las lomitas,Tinogasta,788
3066,Las lomitas,Tres arroyos,1522
3067,Las lomitas,Unr-zavalla,925
3068,Las lomitas,Villa dolores aero,921
3069,Las lomitas,Villa mercedes,1109
3070,Las lomitas,Villa reynolds aero,1104
3071,Malargue aero,9 de julio,787
3072,Malargue aero,Aeroparque aero,1021
3073,Malargue aero,Anguil,516
3074,Malargue aero,Bahia blanca aero,750
3075,Malargue aero,Balcarce,1037
3076,Malargue aero,Barrow,887
3077,Malargue aero,Bella vista,1273
3078,Malargue aero,Bordenave,641
3079,Malargue aero,Buenos aires,1014
3080,Malargue aero,Castelar,6490
3081,Malargue aero,Catamarca aero,846
3082,Malargue aero,Ceres aero,949
3083,Malargue aero,Cerro azul,1595
3084,Malargue aero,Colonia benitez,1348
3085,Malargue aero,Conc. del uruguay,5897
3086,Malargue aero,Concordia aero,1170
3087,Malargue aero,Cordoba aero,680
3088,Malargue aero,Cordoba observatorio,672
3089,Malargue aero,Coronel suarez aero,721
3090,Malargue aero,Corrientes aero,1358
3091,Malargue aero,Dolores aero,1071
3092,Malargue aero,Ezeiza aero,1006
3093,Malargue aero,Famailla,1017
3094,Malargue aero,Formosa aero,1493
3095,Malargue aero,General pico aero,526
3096,Malargue aero,Gualeguaychu aero,1044
3097,Malargue aero,Hilario ascasubi,751
3098,Malargue aero,Iguazu aero,1802
3099,Malargue aero,Jujuy aero,1307
3100,Malargue aero,Junin aero,794
3101,Malargue aero,La consulta,199
3102,Malargue aero,La plata aero,1062
3103,Malargue aero,La rioja aero,726
3104,Malargue aero,Laboulaye aero,587
3105,Malargue aero,Laquiaca obs.,1537
3106,Malargue aero,Las brenas,1230
3107,Malargue aero,Las lomitas,1476
3108,Malargue aero,Malargue aero,0
3109,Malargue aero,Manfredi,674
3110,Malargue aero,Mar del plata aero,1103
3111,Malargue aero,Marcos juarez,754
3112,Malargue aero,Marcos juarez aero,751
3113,Malargue aero,Mendoza aero,303
3114,Malargue aero,Mendoza observatorio,295
3115,Malargue aero,Mercedad (ctes),1291
3116,Malargue aero,Monte caseros aero,1255
3117,Malargue aero,Neuquen aero,406
3118,Malargue aero,Oliveros,867
3119,Malargue aero,Oran aero,1461
3120,Malargue aero,Parana,14653
3121,Malargue aero,Parana aero,936
3122,Malargue aero,Paso de los libres aero,1329
3123,Malargue aero,Pehuajo aero,698
3124,Malargue aero,Pergamino,842
3125,Malargue aero,Pigue aero,684
3126,Malargue aero,Pilar obs.,676
3127,Malargue aero,Posadas aero,1571
3128,Malargue aero,Punta indio b.a.,1117
3129,Malargue aero,Rafaela,885
3130,Malargue aero,Reconquista,1161
3131,Malargue aero,Reconquista aero,1161
3132,Malargue aero,Resistencia aero,1338
3133,Malargue aero,Rio cuarto aero,555
3134,Malargue aero,Roque saenz pena,1291
3135,Malargue aero,Rosario aero,857
3136,Malargue aero,Salta aero,1246
3137,Malargue aero,San juan,471
3138,Malargue aero,San juan aero,447
3139,Malargue aero,San luis aero,385
3140,Malargue aero,San martin (mza),285
3141,Malargue aero,San miguel,994
3142,Malargue aero,San pedro,927
3143,Malargue aero,San rafael aero,146
3144,Malargue aero,Santa rosa aero,492
3145,Malargue aero,Santiago del estero aero,992
3146,Malargue aero,Sauce viejo aero,913
3147,Malargue aero,Tandil aero,945
3148,Malargue aero,Tinogasta,848
3149,Malargue aero,Tres arroyos,883
3150,Malargue aero,Unr-zavalla,844
3151,Malargue aero,Villa dolores aero,567
3152,Malargue aero,Villa mercedes,423
3153,Malargue aero,Villa reynolds aero,432
3154,Manfredi,9 de julio,483
3155,Manfredi,Aeroparque aero,584
3156,Manfredi,Anguil,520
3157,Manfredi,Bahia blanca aero,781
3158,Manfredi,Balcarce,826
3159,Manfredi,Barrow,790
3160,Manfredi,Bella vista,599
3161,Manfredi,Bordenave,673
