,Estacion_x,Estacion_y,Distancia
5251,Roque saenz pena,Famailla,492
5252,Roque saenz pena,Formosa aero,232
5253,Roque saenz pena,General pico aero,1029
5254,Roque saenz pena,Gualeguaychu aero,705
5255,Roque saenz pena,Hilario ascasubi,1405
5256,Roque saenz pena,Iguazu aero,608
5257,Roque saenz pena,Jujuy aero,541
5258,Roque saenz pena,Junin aero,855
5259,Roque saenz pena,La consulta,1128
5260,Roque saenz pena,La plata aero,933
5261,Roque saenz pena,La rioja aero,681
5262,Roque saenz pena,Laboulaye aero,853
5263,Roque saenz pena,Laquiaca obs.,743
5264,Roque saenz pena,Las brenas,69
5265,Roque saenz pena,Las lomitas,241
5266,Roque saenz pena,Malargue aero,1291
5267,Roque saenz pena,Manfredi,637
5268,Roque saenz pena,Mar del plata aero,1258
5269,Roque saenz pena,Marcos juarez,665
5270,Roque saenz pena,Marcos juarez aero,666
5271,Roque saenz pena,Mendoza aero,1042
5272,Roque saenz pena,Mendoza observatorio,1051
5273,Roque saenz pena,Mercedad (ctes),349
5274,Roque saenz pena,Monte caseros aero,467
5275,Roque saenz pena,Neuquen aero,1521
5276,Roque saenz pena,Oliveros,632
5277,Roque saenz pena,Oran aero,569
5278,Roque saenz pena,Parana,15776
5279,Roque saenz pena,Parana aero,547
5280,Roque saenz pena,Paso de los libres aero,450
5281,Roque saenz pena,Pehuajo aero,1006
5282,Roque saenz pena,Pergamino,785
5283,Roque saenz pena,Pigue aero,1208
5284,Roque saenz pena,Pilar obs.,629
5285,Roque saenz pena,Posadas aero,447
5286,Roque saenz pena,Punta indio b.a.,982
5287,Roque saenz pena,Rafaela,491
5288,Roque saenz pena,Reconquista,267
5289,Roque saenz pena,Reconquista aero,269
5290,Roque saenz pena,Resistencia aero,152
5291,Roque saenz pena,Rio cuarto aero,783
5292,Roque saenz pena,Roque saenz pena,0
5293,Roque saenz pena,Rosario aero,673
5294,Roque saenz pena,Salta aero,551
5295,Roque saenz pena,San juan,913
5296,Roque saenz pena,San juan aero,932
5297,Roque saenz pena,San luis aero,909
5298,Roque saenz pena,San martin (mza),1035
5299,Roque saenz pena,San miguel,868
5300,Roque saenz pena,San pedro,760
5301,Roque saenz pena,San rafael aero,1145
5302,Roque saenz pena,Santa rosa aero,1139
5303,Roque saenz pena,Santiago del estero aero,393
5304,Roque saenz pena,Sauce viejo aero,539
5305,Roque saenz pena,Tandil aero,1158
5306,Roque saenz pena,Tinogasta,715
5307,Roque saenz pena,Tres arroyos,1281
5308,Roque saenz pena,Unr-zavalla,685
5309,Roque saenz pena,Villa dolores aero,725
5310,Roque saenz pena,Villa mercedes,901
5311,Roque saenz pena,Villa reynolds aero,895
5312,Rosario aero,9 de julio,280
5313,Rosario aero,Aeroparque aero,285
5314,Rosario aero,Anguil,493
5315,Rosario aero,Bahia blanca aero,656
5316,Rosario aero,Balcarce,582
5317,Rosario aero,Barrow,602
5318,Rosario aero,Bella vista,529
5319,Rosario aero,Bordenave,584
5320,Rosario aero,Buenos aires,282
5321,Rosario aero,Castelar,5991
5322,Rosario aero,Catamarca aero,676
5323,Rosario aero,Ceres aero,356
5324,Rosario aero,Cerro azul,779
5325,Rosario aero,Colonia benitez,636
5326,Rosario aero,Conc. del uruguay,6160
5327,Rosario aero,Concordia aero,317
5328,Rosario aero,Cordoba aero,369
5329,Rosario aero,Cordoba observatorio,362
5330,Rosario aero,Coronel suarez aero,513
5331,Rosario aero,Corrientes aero,638
5332,Rosario aero,Dolores aero,470
5333,Rosario aero,Ezeiza aero,294
5334,Rosario aero,Famailla,790
5335,Rosario aero,Formosa aero,785
5336,Rosario aero,General pico aero,412
5337,Rosario aero,Gualeguaychu aero,202
5338,Rosario aero,Hilario ascasubi,737
5339,Rosario aero,Iguazu aero,1005
5340,Rosario aero,Jujuy aero,1038
5341,Rosario aero,Junin aero,181
5342,Rosario aero,La consulta,779
5343,Rosario aero,La plata aero,350
5344,Rosario aero,La rioja aero,694
5345,Rosario aero,Laboulaye aero,274
5346,Rosario aero,Laquiaca obs.,1293
5347,Rosario aero,Las brenas,647
5348,Rosario aero,Las lomitas,914
5349,Rosario aero,Malargue aero,857
5350,Rosario aero,Manfredi,306
5351,Rosario aero,Mar del plata aero,627
5352,Rosario aero,Marcos juarez,128
5353,Rosario aero,Marcos juarez aero,130
5354,Rosario aero,Mendoza aero,748
5355,Rosario aero,Mendoza observatorio,755
5356,Rosario aero,Mercedad (ctes),492
5357,Rosario aero,Monte caseros aero,418
5358,Rosario aero,Neuquen aero,942
5359,Rosario aero,Oliveros,41
5360,Rosario aero,Oran aero,1140
5361,Rosario aero,Parana,15105
5362,Rosario aero,Parana aero,128
5363,Rosario aero,Paso de los libres aero,497
5364,Rosario aero,Pehuajo aero,339
5365,Rosario aero,Pergamino,114
5366,Rosario aero,Pigue aero,541
5367,Rosario aero,Pilar obs.,322
5368,Rosario aero,Posadas aero,769
5369,Rosario aero,Punta indio b.a.,417
5370,Rosario aero,Rafaela,206
5371,Rosario aero,Reconquista,428
5372,Rosario aero,Reconquista aero,426
5373,Rosario aero,Resistencia aero,631
5374,Rosario aero,Rio cuarto aero,325
5375,Rosario aero,Roque saenz pena,673
5376,Rosario aero,Rosario aero,0
5377,Rosario aero,Salta aero,1007
5378,Rosario aero,San juan,730
5379,Rosario aero,San juan aero,733
5380,Rosario aero,San luis aero,520
5381,Rosario aero,San martin (mza),717
5382,Rosario aero,San miguel,262
5383,Rosario aero,San pedro,132
5384,Rosario aero,San rafael aero,728
5385,Rosario aero,Santa rosa aero,518
5386,Rosario aero,Santiago del estero aero,665
5387,Rosario aero,Sauce viejo aero,134
5388,Rosario aero,Tandil aero,500
5389,Rosario aero,Tinogasta,847
5390,Rosario aero,Tres arroyos,609
5391,Rosario aero,Unr-zavalla,14
5392,Rosario aero,Villa dolores aero,424
5393,Rosario aero,Villa mercedes,445
5394,Rosario aero,Villa reynolds aero,435
5395,Salta aero,9 de julio,1258
5396,Salta aero,Aeroparque aero,1277
5397,Salta aero,Anguil,1304
5398,Salta aero,Bahia blanca aero,1574
5399,Salta aero,Balcarce,1588
5400,Salta aero,Barrow,1577
5401,Salta aero,Bella vista,764
5402,Salta aero,Bordenave,1465
5403,Salta aero,Buenos aires,1276
5404,Salta aero,Castelar,6899
5405,Salta aero,Catamarca aero,417
5406,Salta aero,Ceres aero,659
5407,Salta aero,Cerro azul,1049
5408,Salta aero,Colonia benitez,713
5409,Salta aero,Conc. del uruguay,7069
5410,Salta aero,Concordia aero,1026
5411,Salta aero,Cordoba aero,730
5412,Salta aero,Cordoba observatorio,742
5413,Salta aero,Coronel suarez aero,1442
5414,Salta aero,Corrientes aero,730
5415,Salta aero,Dolores aero,1475
5416,Salta aero,Ezeiza aero,1294
5417,Salta aero,Famailla,245
5418,Salta aero,Formosa aero,743
5419,Salta aero,General pico aero,1217
5420,Salta aero,Gualeguaychu aero,1127
5421,Salta aero,Hilario ascasubi,1638
5422,Salta aero,Iguazu aero,1110
5423,Salta aero,Jujuy aero,64
5424,Salta aero,Junin aero,1165
5425,Salta aero,La consulta,1049
5426,Salta aero,La plata aero,1342
5427,Salta aero,La rioja aero,521
5428,Salta aero,Laboulaye aero,1053
5429,Salta aero,Laquiaca obs.,304
5430,Salta aero,Las brenas,504
5431,Salta aero,Las lomitas,493
5432,Salta aero,Malargue aero,1246
5433,Salta aero,Manfredi,793
5434,Salta aero,Mar del plata aero,1635
5435,Salta aero,Marcos juarez,931
5436,Salta aero,Marcos juarez aero,930
5437,Salta aero,Mendoza aero,945
5438,Salta aero,Mendoza observatorio,953
5439,Salta aero,Mercedad (ctes),881
5440,Salta aero,Monte caseros aero,980
5441,Salta aero,Neuquen aero,1588
5442,Salta aero,Oliveros,968
5443,Salta aero,Oran aero,221
5444,Salta aero,Parana,15899
5445,Salta aero,Parana aero,914
5446,Salta aero,Paso de los libres aero,983
5447,Salta aero,Pehuajo aero,1271
5448,Salta aero,Pergamino,1117
5449,Salta aero,Pigue aero,1449
5450,Salta aero,Pilar obs.,776
5451,Salta aero,Posadas aero,990
5452,Salta aero,Punta indio b.a.,1403
5453,Salta aero,Rafaela,803
5454,Salta aero,Reconquista,748
5455,Salta aero,Reconquista aero,750
5456,Salta aero,Resistencia aero,703
5457,Salta aero,Rio cuarto aero,924
5458,Salta aero,Roque saenz pena,551
5459,Salta aero,Rosario aero,1007
5460,Salta aero,Salta aero,0
5461,Salta aero,San juan,777
5462,Salta aero,San juan aero,801
5463,Salta aero,San luis aero,941
5464,Salta aero,San martin (mza),961
5465,Salta aero,San miguel,1260
5466,Salta aero,San pedro,1132
5467,Salta aero,San rafael aero,1120
5468,Salta aero,Santa rosa aero,1311
5469,Salta aero,Santiago del estero aero,345
5470,Salta aero,Sauce viejo aero,890
5471,Salta aero,Tandil aero,1500
5472,Salta aero,Tinogasta,412
5473,Salta aero,Tres arroyos,1582
5474,Salta aero,Unr-zavalla,1013
5475,Salta aero,Villa dolores aero,791
5476,Salta aero,Villa mercedes,987
5477,Salta aero,Villa reynolds aero,987
5478,San juan,9 de julio,825
5479,San juan,Aeroparque aero,989
5480,San juan,Anguil,696
5481,San juan,Bahia blanca aero,991
5482,San juan,Balcarce,1158
5483,San juan,Barrow,1066
5484,San juan,Bella vista,962
5485,San juan,Bordenave,868
5486,San juan,Buenos aires,984
5487,San juan,Castelar,6667
5488,San juan,Catamarca aero,395
5489,San juan,Ceres aero,633
5490,San juan,Cerro azul,1313
5491,San juan,Colonia benitez,1009
5492,San juan,Conc. del uruguay,6350
5493,San juan,Concordia aero,979
5494,San juan,Cordoba aero,390
5495,San juan,Cordoba observatorio,391
5496,San juan,Coronel suarez aero,896
5497,San juan,Corrientes aero,1022
5498,San juan,Dolores aero,1122
5499,San juan,Ezeiza aero,987
5500,San juan,Famailla,556
5501,San juan,Formosa aero,1137
5502,San juan,General pico aero,639
5503,San juan,Gualeguaychu aero,931
5504,San juan,Hilario ascasubi,1029
5505,San juan,Iguazu aero,1488
5506,San juan,Jujuy aero,839
5507,San juan,Junin aero,774
5508,San juan,La consulta,272
5509,San juan,La plata aero,1049
5510,San juan,La rioja aero,265
5511,San juan,Laboulaye aero,556
5512,San juan,Laquiaca obs.,1065
5513,San juan,Las brenas,845
5514,San juan,Las lomitas,1060
5515,San juan,Malargue aero,471
5516,San juan,Manfredi,433
5517,San juan,Mar del plata aero,1222
5518,San juan,Marcos juarez,602
5519,San juan,Marcos juarez aero,599
5520,San juan,Mendoza aero,168
5521,San juan,Mendoza observatorio,176
5522,San juan,Mercedad (ctes),1018
5523,San juan,Monte caseros aero,1026
5524,San juan,Neuquen aero,843
5525,San juan,Oliveros,716
5526,San juan,Oran aero,995
5527,San juan,Parana,15124
5528,San juan,Parana aero,743
5529,San juan,Paso de los libres aero,1085
5530,San juan,Pehuajo aero,777
5531,San juan,Pergamino,780
5532,San juan,Pigue aero,880
5533,San juan,Pilar obs.,422
5534,San juan,Posadas aero,1274
5535,San juan,Punta indio b.a.,1115
5536,San juan,Rafaela,643
5537,San juan,Reconquista,862
5538,San juan,Reconquista aero,862
5539,San juan,Resistencia aero,998
5540,San juan,Rio cuarto aero,426
5541,San juan,Roque saenz pena,913
5542,San juan,Rosario aero,730
5543,San juan,Salta aero,777
5544,San juan,San juan,0
5545,San juan,San juan aero,24
5546,San juan,San luis aero,280
5547,San juan,San martin (mza),190
5548,San juan,San miguel,962
5549,San juan,San pedro,849
5550,San juan,San rafael aero,358
5551,San juan,Santa rosa aero,689
5552,San juan,Santiago del estero aero,558
5553,San juan,Sauce viejo aero,712
5554,San juan,Tandil aero,1058
5555,San juan,Tinogasta,377
5556,San juan,Tres arroyos,1067
5557,San juan,Unr-zavalla,723
5558,San juan,Villa dolores aero,306
5559,San juan,Villa mercedes,372
5560,San juan,Villa reynolds aero,380
5561,San juan aero,9 de julio,820
5562,San juan aero,Aeroparque aero,989
5563,San juan aero,Anguil,683
5564,San juan aero,Bahia blanca aero,977
5565,San juan aero,Balcarce,1151
5566,San juan aero,Barrow,1056
5567,San juan aero,Bella vista,978
5568,San juan aero,Bordenave,854
5569,San juan aero,Buenos aires,984
5570,San juan aero,Castelar,6661
5571,San juan aero,Catamarca aero,419
5572,San juan aero,Ceres aero,648
5573,San juan aero,Cerro azul,1328
5574,San juan aero,Colonia benitez,1027
5575,San juan aero,Conc. del uruguay,6328
5576,San juan aero,Concordia aero,988
5577,San juan aero,Cordoba aero,400
5578,San juan aero,Cordoba observatorio,400
5579,San juan aero,Coronel suarez aero,885
5580,San juan aero,Corrientes aero,1040
5581,San juan aero,Dolores aero,1118
5582,San juan aero,Ezeiza aero,986
5583,San juan aero,Famailla,580
5584,San juan aero,Formosa aero,1156
5585,San juan aero,General pico aero,629
5586,San juan aero,Gualeguaychu aero,935
5587,San juan aero,Hilario ascasubi,1014
5588,San juan aero,Iguazu aero,1505
5589,San juan aero,Jujuy aero,863
5590,San juan aero,Junin aero,772
5591,San juan aero,La consulta,248
5592,San juan aero,La plata aero,1048
5593,San juan aero,La rioja aero,289
5594,San juan aero,Laboulaye aero,551
5595,San juan aero,Laquiaca obs.,1089
5596,San juan aero,Las brenas,865
5597,San juan aero,Las lomitas,1082
5598,San juan aero,Malargue aero,447
5599,San juan aero,Manfredi,440
5600,San juan aero,Mar del plata aero,1215
5601,San juan aero,Marcos juarez,605
5602,San juan aero,Marcos juarez aero,603
5603,San juan aero,Mendoza aero,144
5604,San juan aero,Mendoza observatorio,152
5605,San juan aero,Mercedad (ctes),1032
5606,San juan aero,Monte caseros aero,1037
5607,San juan aero,Neuquen aero,821
5608,San juan aero,Oliveros,721
5609,San juan aero,Oran aero,1019
5610,San juan aero,Parana,15099
5611,San juan aero,Parana aero,751
5612,San juan aero,Paso de los libres aero,1097
5613,San juan aero,Pehuajo aero,770
5614,San juan aero,Pergamino,781
5615,San juan aero,Pigue aero,868
5616,San juan aero,Pilar obs.,430
5617,San juan aero,Posadas aero,1290
5618,San juan aero,Punta indio b.a.,1114
5619,San juan aero,Rafaela,653
5620,San juan aero,Reconquista,877
5621,San juan aero,Reconquista aero,877
5622,San juan aero,Resistencia aero,1015
5623,San juan aero,Rio cuarto aero,424
5624,San juan aero,Roque saenz pena,932
5625,San juan aero,Rosario aero,733
5626,San juan aero,Salta aero,801
5627,San juan aero,San juan,24
5628,San juan aero,San juan aero,0
5629,San juan aero,San luis aero,271
5630,San juan aero,San martin (mza),167
5631,San juan aero,San miguel,961
5632,San juan aero,San pedro,851
5633,San juan aero,San rafael aero,335
5634,San juan aero,Santa rosa aero,675
5635,San juan aero,Santiago del estero aero,581
5636,San juan aero,Sauce viejo aero,720
5637,San juan aero,Tandil aero,1051
5638,San juan aero,Tinogasta,400
5639,San juan aero,Tres arroyos,1056
5640,San juan aero,Unr-zavalla,726
5641,San juan aero,Villa dolores aero,312
5642,San juan aero,Villa mercedes,364
5643,San juan aero,Villa reynolds aero,372
5644,San luis aero,9 de julio,556
5645,San luis aero,Aeroparque aero,746
5646,San luis aero,Anguil,419
5647,San luis aero,Bahia blanca aero,713
5648,San luis aero,Balcarce,882
5649,San luis aero,Barrow,785
5650,San luis aero,Bella vista,889
5651,San luis aero,Bordenave,591
5652,San luis aero,Buenos aires,740
5653,San luis aero,Castelar,6392
5654,San luis aero,Catamarca aero,523
5655,San luis aero,Ceres aero,564
5656,San luis aero,Cerro azul,1217
5657,San luis aero,Colonia benitez,963
5658,San luis aero,Conc. del uruguay,6134
5659,San luis aero,Concordia aero,814
5660,San luis aero,Cordoba aero,296
5661,San luis aero,Cordoba observatorio,288
5662,San luis aero,Coronel suarez aero,615
5663,San luis aero,Corrientes aero,973
5664,San luis aero,Dolores aero,857
5665,San luis aero,Ezeiza aero,739
5666,San luis aero,Famailla,697
5667,San luis aero,Formosa aero,1108
5668,San luis aero,General pico aero,358
5669,San luis aero,Gualeguaychu aero,721
5670,San luis aero,Hilario ascasubi,756
5671,San luis aero,Iguazu aero,1420
5672,San luis aero,Jujuy aero,996
5673,San luis aero,Junin aero,519
5674,San luis aero,La consulta,261
5675,San luis aero,La plata aero,801
5676,San luis aero,La rioja aero,434
5677,San luis aero,Laboulaye aero,292
5678,San luis aero,Laquiaca obs.,1244
5679,San luis aero,Las brenas,851
5680,San luis aero,Las lomitas,1104
5681,San luis aero,Malargue aero,385
5682,San luis aero,Manfredi,290
5683,San luis aero,Mar del plata aero,946
5684,San luis aero,Marcos juarez,399
5685,San luis aero,Marcos juarez aero,397
5686,San luis aero,Mendoza aero,233
5687,San luis aero,Mendoza observatorio,238
5688,San luis aero,Mercedad (ctes),913
5689,San luis aero,Monte caseros aero,888
5690,San luis aero,Neuquen aero,651
5691,San luis aero,Oliveros,519
5692,San luis aero,Oran aero,1142
5693,San luis aero,Parana,14971
5694,San luis aero,Parana aero,574
5695,San luis aero,Paso de los libres aero,958
5696,San luis aero,Pehuajo aero,500
5697,San luis aero,Pergamino,542
5698,San luis aero,Pigue aero,601
5699,San luis aero,Pilar obs.,291
5700,San luis aero,Posadas aero,1190
5701,San luis aero,Punta indio b.a.,864
5702,San luis aero,Rafaela,507
5703,San luis aero,Reconquista,778
5704,San luis aero,Reconquista aero,778
5705,San luis aero,Resistencia aero,953
5706,San luis aero,Rio cuarto aero,194
5707,San luis aero,Roque saenz pena,909
5708,San luis aero,Rosario aero,520
5709,San luis aero,Salta aero,941
5710,San luis aero,San juan,280
5711,San luis aero,San juan aero,271
5712,San luis aero,San luis aero,0
5713,San luis aero,San martin (mza),198
5714,San luis aero,San miguel,717
5715,San luis aero,San pedro,620
5716,San luis aero,San rafael aero,239
5717,San luis aero,Santa rosa aero,414
5718,San luis aero,Santiago del estero aero,643
5719,San luis aero,Sauce viejo aero,547
5720,San luis aero,Tandil aero,781
5721,San luis aero,Tinogasta,593
5722,San luis aero,Tres arroyos,786
5723,San luis aero,Unr-zavalla,509
5724,San luis aero,Villa dolores aero,184
5725,San luis aero,Villa mercedes,94
5726,San luis aero,Villa reynolds aero,103
5727,San martin (mza),9 de julio,745
5728,San martin (mza),Aeroparque aero,943
5729,San martin (mza),Anguil,559
5730,San martin (mza),Bahia blanca aero,846
5731,San martin (mza),Balcarce,1056
5732,San martin (mza),Barrow,942
5733,San martin (mza),Bella vista,1048
5734,San martin (mza),Bordenave,724
5735,San martin (mza),Buenos aires,937
5736,San martin (mza),Castelar,6564
5737,San martin (mza),Catamarca aero,562
5738,San martin (mza),Ceres aero,715
5739,San martin (mza),Cerro azul,1387
5740,San martin (mza),Colonia benitez,1110
5741,San martin (mza),Conc. del uruguay,6161
5742,San martin (mza),Concordia aero,1004
5743,San martin (mza),Cordoba aero,446
5744,San martin (mza),Cordoba observatorio,441
5745,San martin (mza),Coronel suarez aero,769
5746,San martin (mza),Corrientes aero,1122
5747,San martin (mza),Dolores aero,1045
5748,San martin (mza),Ezeiza aero,935
5749,San martin (mza),Famailla,731
5750,San martin (mza),Formosa aero,1248
5751,San martin (mza),General pico aero,520
5752,San martin (mza),Gualeguaychu aero,918
5753,San martin (mza),Hilario ascasubi,874
5754,San martin (mza),Iguazu aero,1580
5755,San martin (mza),Jujuy aero,1021
5756,San martin (mza),Junin aero,715
5757,San martin (mza),La consulta,94
5758,San martin (mza),La plata aero,996
5759,San martin (mza),La rioja aero,441
5760,San martin (mza),Laboulaye aero,487
5761,San martin (mza),Laquiaca obs.,1253
5762,San martin (mza),Las brenas,971
5763,San martin (mza),Las lomitas,1206
5764,San martin (mza),Malargue aero,285
5765,San martin (mza),Manfredi,462
5766,San martin (mza),Mar del plata aero,1122
5767,San martin (mza),Marcos juarez,594
5768,San martin (mza),Marcos juarez aero,591
5769,San martin (mza),Mendoza aero,41
5770,San martin (mza),Mendoza observatorio,42
5771,San martin (mza),Mercedad (ctes),1084
5772,San martin (mza),Monte caseros aero,1070
5773,San martin (mza),Neuquen aero,653
5774,San martin (mza),Oliveros,714
5775,San martin (mza),Oran aero,1176
5776,San martin (mza),Parana,14938
5777,San martin (mza),Parana aero,763
5778,San martin (mza),Paso de los libres aero,1137
5779,San martin (mza),Pehuajo aero,679
5780,San martin (mza),Pergamino,740
5781,San martin (mza),Pigue aero,746
5782,San martin (mza),Pilar obs.,458
5783,San martin (mza),Posadas aero,1355
5784,San martin (mza),Punta indio b.a.,1059
5785,San martin (mza),Rafaela,684
5786,San martin (mza),Reconquista,940
5787,San martin (mza),Reconquista aero,939
5788,San martin (mza),Resistencia aero,1100
5789,San martin (mza),Rio cuarto aero,391
5790,San martin (mza),Roque saenz pena,1035
5791,San martin (mza),Rosario aero,717
5792,San martin (mza),Salta aero,961
5793,San martin (mza),San juan,190
5794,San martin (mza),San juan aero,167
5795,San martin (mza),San luis aero,198
5796,San martin (mza),San martin (mza),0
5797,San martin (mza),San miguel,914
5798,San martin (mza),San pedro,818
5799,San martin (mza),San rafael aero,168
5800,San martin (mza),Santa rosa aero,546
5801,San martin (mza),Santiago del estero aero,713
5802,San martin (mza),Sauce viejo aero,734
5803,San martin (mza),Tandil aero,957
5804,San martin (mza),Tinogasta,566
5805,San martin (mza),Tres arroyos,941
5806,San martin (mza),Unr-zavalla,707
5807,San martin (mza),Villa dolores aero,335
5808,San martin (mza),Villa mercedes,286
5809,San martin (mza),Villa reynolds aero,296
5810,San miguel,9 de julio,220
5811,San miguel,Aeroparque aero,28
5812,San miguel,Anguil,523
5813,San miguel,Bahia blanca aero,556
5814,San miguel,Balcarce,358
5815,San miguel,Barrow,442
5816,San miguel,Bella vista,679
5817,San miguel,Bordenave,533
5818,San miguel,Buenos aires,22
5819,San miguel,Castelar,5732
5820,San miguel,Catamarca aero,938
5821,San miguel,Ceres aero,600
5822,San miguel,Cerro azul,827
5823,San miguel,Colonia benitez,791
5824,San miguel,Conc. del uruguay,5976
5825,San miguel,Concordia aero,366
5826,San miguel,Cordoba aero,625
5827,San miguel,Cordoba observatorio,617
5828,San miguel,Coronel suarez aero,431
5829,San miguel,Corrientes aero,788
5830,San miguel,Dolores aero,217
5831,San miguel,Ezeiza aero,34
5832,San miguel,Famailla,1049
5833,San miguel,Formosa aero,927
5834,San miguel,General pico aero,475
5835,San miguel,Gualeguaychu aero,170
5836,San miguel,Hilario ascasubi,639
5837,San miguel,Iguazu aero,1060
5838,San miguel,Jujuy aero,1286
5839,San miguel,Junin aero,202
5840,San miguel,La consulta,960
5841,San miguel,La plata aero,89
5842,San miguel,La rioja aero,952
5843,San miguel,Laboulaye aero,428
5844,San miguel,Laquiaca obs.,1537
5845,San miguel,Las brenas,857
5846,San miguel,Las lomitas,1108
5847,San miguel,Malargue aero,994
5848,San miguel,Manfredi,558
5849,San miguel,Mar del plata aero,390
5850,San miguel,Marcos juarez,376
5851,San miguel,Marcos juarez aero,378
5852,San miguel,Mendoza aero,951
5853,San miguel,Mendoza observatorio,956
5854,San miguel,Mercedad (ctes),600
5855,San miguel,Monte caseros aero,485
5856,San miguel,Neuquen aero,971
5857,San miguel,Oliveros,296
5858,San miguel,Oran aero,1378
5859,San miguel,Parana,14943
5860,San miguel,Parana aero,346
5861,San miguel,Paso de los libres aero,559
5862,San miguel,Pehuajo aero,319
5863,San miguel,Pergamino,181
5864,San miguel,Pigue aero,474
5865,San miguel,Pilar obs.,576
5866,San miguel,Posadas aero,837
5867,San miguel,Punta indio b.a.,156
5868,San miguel,Rafaela,457
5869,San miguel,Reconquista,603
5870,San miguel,Reconquista aero,600
5871,San miguel,Resistencia aero,790
5872,San miguel,Rio cuarto aero,537
5873,San miguel,Roque saenz pena,868
5874,San miguel,Rosario aero,262
5875,San miguel,Salta aero,1260
5876,San miguel,San juan,962
5877,San miguel,San juan aero,961
5878,San miguel,San luis aero,717
5879,San miguel,San martin (mza),914
5880,San miguel,San miguel,0
5881,San miguel,San pedro,130
5882,San miguel,San rafael aero,886
5883,San miguel,Santa rosa aero,552
5884,San miguel,Santiago del estero aero,921
5885,San miguel,Sauce viejo aero,369
5886,San miguel,Tandil aero,303
5887,San miguel,Tinogasta,1108
5888,San miguel,Tres arroyos,451
5889,San miguel,Unr-zavalla,261
5890,San miguel,Villa dolores aero,663
5891,San miguel,Villa mercedes,628
5892,San miguel,Villa reynolds aero,618
5893,San pedro,9 de julio,224
5894,San pedro,Aeroparque aero,152
5895,San pedro,Anguil,501
5896,San pedro,Bahia blanca aero,602
5897,San pedro,Balcarce,469
5898,San pedro,Barrow,518
5899,San pedro,Bella vista,588
5900,San pedro,Bordenave,552
5901,San pedro,Buenos aires,149
5902,San pedro,Castelar,5859
5903,San pedro,Catamarca aero,808
5904,San pedro,Ceres aero,474
5905,San pedro,Cerro azul,783
5906,San pedro,Colonia benitez,699
5907,San pedro,Conc. del uruguay,6073
5908,San pedro,Concordia aero,307
5909,San pedro,Cordoba aero,499
5910,San pedro,Cordoba observatorio,492
5911,San pedro,Coronel suarez aero,464
5912,San pedro,Corrientes aero,698
5913,San pedro,Dolores aero,343
5914,San pedro,Ezeiza aero,163
5915,San pedro,Famailla,919
5916,San pedro,Formosa aero,842
5917,San pedro,General pico aero,434
5918,San pedro,Gualeguaychu aero,124
5919,San pedro,Hilario ascasubi,685
5920,San pedro,Iguazu aero,1016
5921,San pedro,Jujuy aero,1159
5922,San pedro,Junin aero,150
5923,San pedro,La consulta,872
5924,San pedro,La plata aero,218
5925,San pedro,La rioja aero,825
5926,San pedro,Laboulaye aero,343
5927,San pedro,Laquiaca obs.,1412
5928,San pedro,Las brenas,744
5929,San pedro,Las lomitas,1002
5930,San pedro,Malargue aero,927
5931,San pedro,Manfredi,434
5932,San pedro,Mar del plata aero,509
5933,San pedro,Marcos juarez,252
5934,San pedro,Marcos juarez aero,255
5935,San pedro,Mendoza aero,852
5936,San pedro,Mendoza observatorio,858
5937,San pedro,Mercedad (ctes),525
5938,San pedro,Monte caseros aero,425
5939,San pedro,Neuquen aero,957
5940,San pedro,Oliveros,166
5941,San pedro,Oran aero,1255
5942,San pedro,Parana,15031
5943,San pedro,Parana aero,223
5944,San pedro,Paso de los libres aero,504
5945,San pedro,Pehuajo aero,311
5946,San pedro,Pergamino,85
5947,San pedro,Pigue aero,500
5948,San pedro,Pilar obs.,451
5949,San pedro,Posadas aero,784
5950,San pedro,Punta indio b.a.,284
5951,San pedro,Rafaela,328
5952,San pedro,Reconquista,500
5953,San pedro,Reconquista aero,498
5954,San pedro,Resistencia aero,696
5955,San pedro,Rio cuarto aero,431
5956,San pedro,Roque saenz pena,760
5957,San pedro,Rosario aero,132
5958,San pedro,Salta aero,1132
5959,San pedro,San juan,849
5960,San pedro,San juan aero,851
5961,San pedro,San luis aero,620
5962,San pedro,San martin (mza),818
5963,San pedro,San miguel,130
5964,San pedro,San pedro,0
5965,San pedro,San rafael aero,808
5966,San pedro,Santa rosa aero,528
5967,San pedro,Santiago del estero aero,792
5968,San pedro,Sauce viejo aero,243
5969,San pedro,Tandil aero,397
5970,San pedro,Tinogasta,980
5971,San pedro,Tres arroyos,526
5972,San pedro,Unr-zavalla,133
5973,San pedro,Villa dolores aero,546
5974,San pedro,Villa mercedes,536
5975,San pedro,Villa reynolds aero,526
5976,San rafael aero,9 de julio,691
5977,San rafael aero,Aeroparque aero,914
5978,San rafael aero,Anguil,452
5979,San rafael aero,Bahia blanca aero,721
5980,San rafael aero,Balcarce,971
5981,San rafael aero,Barrow,838
5982,San rafael aero,Bella vista,1129
5983,San rafael aero,Bordenave,603
5984,San rafael aero,Buenos aires,907
5985,San rafael aero,Castelar,6460
5986,San rafael aero,Catamarca aero,712
5987,San rafael aero,Ceres aero,803
5988,San rafael aero,Cerro azul,1454
5989,San rafael aero,Colonia benitez,1203
5990,San rafael aero,Conc. del uruguay,5993
5991,San rafael aero,Concordia aero,1036
5992,San rafael aero,Cordoba aero,534
5993,San rafael aero,Cordoba observatorio,526
